51,11,1
54,11,1
55,11,1
58,11,1
66,11,1
69,11,1
70,11,1
74,11,1
77,11,1
80,11,1
81,11,1
85,11,1
86,11,1
100,11,1
1,12,1
4,12,1
10,12,1
19,12,1
20,12,1
25,12,1
27,12,1
31,12,1
36,12,1
37,12,1
39,12,1
43,12,1
56,12,1
59,12,1
61,12,1
63,12,1
64,12,1
66,12,1
71,12,1
73,12,1
79,12,1
82,12,1
84,12,1
87,12,1
88,12,1
94,12,1
95,12,1
97,12,1
2,13,1
8,13,1
9,13,1
18,13,1
23,13,1
24,13,1
25,13,1
26,13,1
27,13,1
29,13,1
36,13,1
44,13,1
48,13,1
49,13,1
50,13,1
52,13,1
56,13,1
57,13,1
59,13,1
61,13,1
63,13,1
65,13,1
66,13,1
67,13,1
71,13,1
73,13,1
79,13,1
85,13,1
88,13,1
90,13,1
94,13,1
3,14,1
7,14,1
11,14,1
28,14,1
29,14,1
30,14,1
33,14,1
35,14,1
38,14,1
42,14,1
44,14,1
46,14,1
47,14,1
60,14,1
62,14,1
72,14,1
77,14,1
78,14,1
83,14,1
86,14,1
88,14,1
89,14,1
92,14,1
97,14,1
100,14,1
4,15,1
5,15,1
8,15,1
18,15,1
25,15,1
26,15,1
27,15,1
29,15,1
31,15,1
39,15,1
43,15,1
44,15,1
48,15,1
50,15,1
53,15,1
56,15,1
61,15,1
65,15,1
73,15,1
79,15,1
82,15,1
83,15,1
84,15,1
87,15,1
93,15,1
95,15,1
3,16,1
6,16,1
19,16,1
22,16,1
27,16,1
29,16,1
30,16,1
32,16,1
33,16,1
34,16,1
35,16,1
41,16,1
45,16,1
46,16,1
54,16,1
55,16,1
65,16,1
69,16,1
76,16,1
77,16,1
79,16,1
80,16,1
89,16,1
91,16,1
92,16,1
93,16,1
96,16,1
98,16,1
100,16,1
6,17,1
7,17,1
23,17,1
30,17,1
31,17,1
32,17,1
33,17,1
34,17,1
35,17,1
38,17,1
40,17,1
42,17,1
47,17,1
54,17,1
55,17,1
58,17,1
61,17,1
69,17,1
70,17,1
72,17,1
76,17,1
84,17,1
89,17,1
91,17,1
100,17,1
1,18,1
4,18,1
6,18,1
10,18,1
13,18,1
15,18,1
23,18,1
27,18,1
29,18,1
31,18,1
36,18,1
39,18,1
49,18,1
52,18,1
53,18,1
56,18,1
75,18,1
84,18,1
85,18,1
87,18,1
5,19,1
12,19,1
16,19,1
20,19,1
21,19,1
25,19,1
31,19,1
36,19,1
50,19,1
57,19,1
61,19,1
63,19,1
64,19,1
66,19,1
79,19,1
83,19,1
84,19,1
85,19,1
87,19,1
88,19,1
90,19,1
93,19,1
94,19,1
1,20,1
7,20,1
8,20,1
12,20,1
19,20,1
21,20,1
24,20,1
26,20,1
29,20,1
37,20,1
43,20,1
49,20,1
52,20,1
57,20,1
64,20,1
65,20,1
67,20,1
82,20,1
83,20,1
85,20,1
87,20,1
93,20,1
94,20,1
95,20,1
1,21,1
5,21,1
8,21,1
19,21,1
20,21,1
23,21,1
24,21,1
29,21,1
31,21,1
36,21,1
39,21,1
52,21,1
57,21,1
59,21,1
63,21,1
65,21,1
67,21,1
75,21,1
84,21,1
88,21,1
90,21,1
93,21,1
97,21,1
6,22,1
16,22,1
29,22,1
30,22,1
32,22,1
33,22,1
34,22,1
35,22,1
37,22,1
40,22,1
42,22,1
47,22,1
54,22,1
55,22,1
58,22,1
60,22,1
63,22,1
72,22,1
74,22,1
80,22,1
81,22,1
84,22,1
85,22,1
87,22,1
91,22,1
96,22,1
98,22,1
100,22,1
2,23,1
4,23,1
8,23,1
13,23,1
17,23,1
18,23,1
21,23,1
25,23,1
26,23,1
31,23,1
36,23,1
39,23,1
43,23,1
48,23,1
49,23,1
50,23,1
53,23,1
57,23,1
59,23,1
63,23,1
65,23,1
66,23,1
73,23,1
75,23,1
83,23,1
84,23,1
85,23,1
88,23,1
90,23,1
97,23,1
1,24,1
2,24,1
13,24,1
20,24,1
21,24,1
31,24,1
36,24,1
37,24,1
44,24,1
53,24,1
57,24,1
61,24,1
64,24,1
66,24,1
67,24,1
71,24,1
73,24,1
75,24,1
82,24,1
84,24,1
88,24,1
93,24,1
95,24,1
4,25,1
8,25,1
9,25,1
12,25,1
13,25,1
15,25,1
19,25,1
23,25,1
26,25,1
43,25,1
44,25,1
50,25,1
59,25,1
65,25,1
66,25,1
82,25,1
83,25,1
85,25,1
88,25,1
94,25,1
1,26,1
4,26,1
7,26,1
10,26,1
13,26,1
15,26,1
20,26,1
23,26,1
25,26,1
31,26,1
37,26,1
43,26,1
44,26,1
52,26,1
53,26,1
56,26,1
57,26,1
59,26,1
61,26,1
64,26,1
67,26,1
71,26,1
79,26,1
83,26,1
93,26,1
95,26,1
3,27,1
4,27,1
7,27,1
10,27,1
12,27,1
13,27,1
15,27,1
16,27,1
18,27,1
37,27,1
39,27,1
49,27,1
52,27,1
59,27,1
61,27,1
66,27,1
67,27,1
71,27,1
75,27,1
82,27,1
84,27,1
85,27,1
94,27,1
6,28,1
7,28,1
14,28,1
30,28,1
33,28,1
35,28,1
38,28,1
40,28,1
45,28,1
54,28,1
63,28,1
68,28,1
70,28,1
78,28,1
84,28,1
86,28,1
89,28,1
91,28,1
98,28,1
100,28,1
5,29,1
10,29,1
13,29,1
14,29,1
15,29,1
16,29,1
18,29,1
20,29,1
21,29,1
22,29,1
31,29,1
37,29,1
43,29,1
44,29,1
50,29,1
53,29,1
56,29,1
57,29,1
73,29,1
83,29,1
88,29,1
93,29,1
94,29,1
97,29,1
7,30,1
11,30,1
14,30,1
16,30,1
17,30,1
22,30,1
28,30,1
32,30,1
33,30,1
41,30,1
42,30,1
52,30,1
54,30,1
55,30,1
57,30,1
58,30,1
61,30,1
66,30,1
68,30,1
69,30,1
70,30,1
72,30,1
74,30,1
78,30,1
83,30,1
86,30,1
91,30,1
92,30,1
100,30,1
1,31,1
2,31,1
5,31,1
12,31,1
15,31,1
17,31,1
18,31,1
19,31,1
21,31,1
23,31,1
24,31,1
26,31,1
29,31,1
48,31,1
50,31,1
52,31,1
56,31,1
57,31,1
61,31,1
63,31,1
65,31,1
79,31,1
82,31,1
84,31,1
90,31,1
3,32,1
7,32,1
16,32,1
17,32,1
22,32,1
30,32,1
38,32,1
41,32,1
43,32,1
45,32,1
46,32,1
54,32,1
57,32,1
60,32,1
61,32,1
62,32,1
69,32,1
70,32,1
74,32,1
76,32,1
81,32,1
86,32,1
87,32,1
91,32,1
96,32,1
97,32,1
3,33,1
11,33,1
14,33,1
16,33,1
17,33,1
22,33,1
28,33,1
30,33,1
39,33,1
40,33,1
42,33,1
45,33,1
46,33,1
47,33,1
51,33,1
60,33,1
63,33,1
69,33,1
77,33,1
80,33,1
91,33,1
96,33,1
98,33,1
99,33,1
3,34,1
11,34,1
16,34,1
17,34,1
22,34,1
40,34,1
41,34,1
46,34,1
47,34,1
68,34,1
70,34,1
72,34,1
77,34,1
78,34,1
81,34,1
91,34,1
96,34,1
98,34,1
99,34,1
100,34,1
3,35,1
6,35,1
14,35,1
16,35,1
17,35,1
22,35,1
28,35,1
39,35,1
45,35,1
46,35,1
50,35,1
53,35,1
56,35,1
57,35,1
60,35,1
62,35,1
64,35,1
68,35,1
69,35,1
70,35,1
77,35,1
78,35,1
81,35,1
91,35,1
92,35,1
100,35,1
1,36,1
2,36,1
3,36,1
5,36,1
9,36,1
12,36,1
13,36,1
18,36,1
19,36,1
21,36,1
23,36,1
24,36,1
37,36,1
48,36,1
49,36,1
50,36,1
52,36,1
56,36,1
57,36,1
59,36,1
61,36,1
65,36,1
66,36,1
71,36,1
73,36,1
75,36,1
79,36,1
83,36,1
84,36,1
87,36,1
88,36,1
93,36,1
2,37,1
7,37,1
8,37,1
12,37,1
20,37,1
22,37,1
24,37,1
26,37,1
27,37,1
29,37,1
36,37,1
39,37,1
48,37,1
50,37,1
52,37,1
67,37,1
73,37,1
83,37,1
90,37,1
95,37,1
97,37,1
3,38,1
6,38,1
14,38,1
17,38,1
28,38,1
32,38,1
39,38,1
40,38,1
41,38,1
46,38,1
47,38,1
51,38,1
54,38,1
55,38,1
57,38,1
58,38,1
66,38,1
67,38,1
70,38,1
72,38,1
76,38,1
78,38,1
80,38,1
86,38,1
89,38,1
91,38,1
98,38,1
99,38,1
100,38,1
1,39,1
7,39,1
8,39,1
12,39,1
15,39,1
18,39,1
21,39,1
23,39,1
27,39,1
33,39,1
35,39,1
37,39,1
38,39,1
44,39,1
59,39,1
61,39,1
63,39,1
65,39,1
75,39,1
79,39,1
93,39,1
94,39,1
97,39,1
7,40,1
17,40,1
22,40,1
28,40,1
33,40,1
34,40,1
38,40,1
42,40,1
43,40,1
45,40,1
46,40,1
47,40,1
51,40,1
54,40,1
56,40,1
67,40,1
68,40,1
70,40,1
72,40,1
76,40,1
78,40,1
89,40,1
91,40,1
92,40,1
96,40,1
99,40,1
100,40,1
6,41,1
16,41,1
30,41,1
32,41,1
34,41,1
38,41,1
45,41,1
47,41,1
50,41,1
54,41,1
55,41,1
58,41,1
62,41,1
69,41,1
70,41,1
71,41,1
76,41,1
80,41,1
81,41,1
86,41,1
88,41,1
89,41,1
91,41,1
92,41,1
96,41,1
99,41,1
6,42,1
11,42,1
14,42,1
17,42,1
22,42,1
30,42,1
33,42,1
40,42,1
45,42,1
46,42,1
47,42,1
51,42,1
53,42,1
55,42,1
60,42,1
62,42,1
66,42,1
67,42,1
69,42,1
71,42,1
76,42,1
78,42,1
80,42,1
100,42,1
1,43,1
5,43,1
8,43,1
12,43,1
15,43,1
20,43,1
23,43,1
25,43,1
26,43,1
29,43,1
32,43,1
40,43,1
44,43,1
50,43,1
59,43,1
65,43,1
66,43,1
84,43,1
88,43,1
90,43,1
93,43,1
1,44,1
7,44,1
10,44,1
13,44,1
14,44,1
15,44,1
24,44,1
25,44,1
26,44,1
29,44,1
39,44,1
43,44,1
52,44,1
53,44,1
59,44,1
64,44,1
65,44,1
71,44,1
73,44,1
84,44,1
93,44,1
94,44,1
7,45,1
11,45,1
16,45,1
28,45,1
32,45,1
33,45,1
35,45,1
40,45,1
41,45,1
42,45,1
46,45,1
50,45,1
51,45,1
54,45,1
60,45,1
62,45,1
69,45,1
74,45,1
76,45,1
80,45,1
81,45,1
89,45,1
90,45,1
96,45,1
99,45,1
100,45,1
3,46,1
7,46,1
14,46,1
16,46,1
32,46,1
33,46,1
34,46,1
35,46,1
38,46,1
40,46,1
42,46,1
45,46,1
54,46,1
55,46,1
59,46,1
62,46,1
70,46,1
76,46,1
81,46,1
86,46,1
89,46,1
96,46,1
98,46,1
99,46,1
11,47,1
14,47,1
17,47,1
22,47,1
33,47,1
34,47,1
38,47,1
40,47,1
41,47,1
42,47,1
51,47,1
52,47,1
58,47,1
59,47,1
60,47,1
62,47,1
70,47,1
78,47,1
87,47,1
92,47,1
96,47,1
100,47,1
10,48,1
13,48,1
15,48,1
23,48,1
31,48,1
36,48,1
37,48,1
56,48,1
57,48,1
63,48,1
71,48,1
75,48,1
82,48,1
84,48,1
93,48,1
95,48,1
97,48,1
6,49,1
11,49,1
13,49,1
18,49,1
20,49,1
23,49,1
27,49,1
36,49,1
53,49,1
57,49,1
65,49,1
66,49,1
67,49,1
71,49,1
73,49,1
82,49,1
85,49,1
87,49,1
94,49,1
95,49,1
1,50,1
6,50,1
8,50,1
13,50,1
15,50,1
19,50,1
23,50,1
25,50,1
29,50,1
31,50,1
35,50,1
36,50,1
37,50,1
41,50,1
43,50,1
45,50,1
56,50,1
57,50,1
59,50,1
61,50,1
64,50,1
83,50,1
93,50,1
97,50,1
11,51,1
33,51,1
38,51,1
40,51,1
42,51,1
45,51,1
47,51,1
53,51,1
55,51,1
58,51,1
62,51,1
69,51,1
71,51,1
72,51,1
77,51,1
78,51,1
80,51,1
81,51,1
82,51,1
86,51,1
91,51,1
93,51,1
99,51,1
100,51,1
5,52,1
8,52,1
9,52,1
10,52,1
13,52,1
18,52,1
20,52,1
21,52,1
26,52,1
27,52,1
30,52,1
31,52,1
36,52,1
37,52,1
44,52,1
47,52,1
64,52,1
65,52,1
66,52,1
67,52,1
75,52,1
84,52,1
87,52,1
93,52,1
94,52,1
9,53,1
10,53,1
15,53,1
18,53,1
23,53,1
24,53,1
26,53,1
29,53,1
35,53,1
42,53,1
44,53,1
49,53,1
51,53,1
56,53,1
59,53,1
63,53,1
66,53,1
67,53,1
71,53,1
82,53,1
83,53,1
84,53,1
93,53,1
95,53,1
3,54,1
6,54,1
7,54,1
11,54,1
16,54,1
17,54,1
22,54,1
28,54,1
30,54,1
32,54,1
38,54,1
40,54,1
41,54,1
45,54,1
46,54,1
55,54,1
60,54,1
62,54,1
70,54,1
71,54,1
74,54,1
76,54,1
78,54,1
80,54,1
81,54,1
86,54,1
11,55,1
16,55,1
17,55,1
22,55,1
30,55,1
38,55,1
41,55,1
42,55,1
46,55,1
51,55,1
54,55,1
57,55,1
58,55,1
60,55,1
62,55,1
68,55,1
69,55,1
72,55,1
76,55,1
77,55,1
80,55,1
81,55,1
82,55,1
86,55,1
87,55,1
89,55,1
92,55,1
100,55,1
9,56,1
12,56,1
13,56,1
15,56,1
18,56,1
26,56,1
29,56,1
31,56,1
35,56,1
36,56,1
40,56,1
48,56,1
50,56,1
53,56,1
57,56,1
59,56,1
61,56,1
64,56,1
66,56,1
79,56,1
85,56,1
87,56,1
1,57,1
4,57,1
6,57,1
9,57,1
13,57,1
19,57,1
20,57,1
21,57,1
23,57,1
24,57,1
26,57,1
29,57,1
30,57,1
31,57,1
32,57,1
35,57,1
36,57,1
38,57,1
48,57,1
49,57,1
50,57,1
55,57,1
56,57,1
61,57,1
64,57,1
66,57,1
71,57,1
73,57,1
84,57,1
85,57,1
93,57,1
94,57,1
97,57,1
3,58,1
7,58,1
11,58,1
17,58,1
22,58,1
30,58,1
38,58,1
41,58,1
47,58,1
51,58,1
55,58,1
62,58,1
63,58,1
68,58,1
69,58,1
72,58,1
74,58,1
77,58,1
78,58,1
81,58,1
86,58,1
89,58,1
90,58,1
92,58,1
98,58,1
99,58,1
100,58,1
12,59,1
13,59,1
21,59,1
23,59,1
25,59,1
26,59,1
27,59,1
36,59,1
39,59,1
43,59,1
44,59,1
46,59,1
47,59,1
50,59,1
53,59,1
56,59,1
63,59,1
64,59,1
67,59,1
73,59,1
82,59,1
87,59,1
90,59,1
95,59,1
3,60,1
6,60,1
14,60,1
22,60,1
32,60,1
33,60,1
35,60,1
42,60,1
45,60,1
47,60,1
54,60,1
55,60,1
68,60,1
69,60,1
78,60,1
79,60,1
80,60,1
86,60,1
87,60,1
92,60,1
96,60,1
99,60,1
100,60,1
1,61,1
5,61,1
10,61,1
12,61,1
13,61,1
15,61,1
17,61,1
19,61,1
24,61,1
26,61,1
27,61,1
30,61,1
31,61,1
32,61,1
36,61,1
39,61,1
50,61,1
56,61,1
57,61,1
67,61,1
79,61,1
82,61,1
85,61,1
87,61,1
90,61,1
6,62,1
7,62,1
14,62,1
32,62,1
35,62,1
41,62,1
42,62,1
45,62,1
46,62,1
47,62,1
51,62,1
54,62,1
55,62,1
58,62,1
68,62,1
69,62,1
76,62,1
77,62,1
89,62,1
100,62,1
1,63,1
5,63,1
8,63,1
9,63,1
12,63,1
13,63,1
19,63,1
21,63,1
22,63,1
23,63,1
28,63,1
31,63,1
33,63,1
39,63,1
48,63,1
53,63,1
58,63,1
59,63,1
73,63,1
79,63,1
84,63,1
87,63,1
10,64,1
12,64,1
19,64,1
20,64,1
24,64,1
26,64,1
35,64,1
44,64,1
50,64,1
52,64,1
56,64,1
57,64,1
59,64,1
65,64,1
67,64,1
71,64,1
73,64,1
83,64,1
84,64,1
85,64,1
88,64,1
94,64,1
2,65,1
4,65,1
9,65,1
10,65,1
13,65,1
15,65,1
16,65,1
20,65,1
21,65,1
23,65,1
25,65,1
31,65,1
36,65,1
39,65,1
43,65,1
44,65,1
49,65,1
52,65,1
64,65,1
66,65,1
67,65,1
73,65,1
82,65,1
87,65,1
88,65,1
94,65,1
97,65,1
1,66,1
2,66,1
4,66,1
11,66,1
12,66,1
13,66,1
19,66,1
23,66,1
24,66,1
25,66,1
27,66,1
30,66,1
36,66,1
38,66,1
42,66,1
43,66,1
49,66,1
52,66,1
53,66,1
56,66,1
57,66,1
65,66,1
75,66,1
83,66,1
87,66,1
90,66,1
93,66,1
94,66,1
5,67,1
8,67,1
9,67,1
13,67,1
20,67,1
21,67,1
24,67,1
26,67,1
27,67,1
37,67,1
38,67,1
40,67,1
42,67,1
49,67,1
52,67,1
53,67,1
59,67,1
61,67,1
64,67,1
65,67,1
71,67,1
73,67,1
75,67,1
79,67,1
82,67,1
85,67,1
88,67,1
97,67,1
3,68,1
6,68,1
7,68,1
28,68,1
30,68,1
34,68,1
35,68,1
40,68,1
55,68,1
58,68,1
60,68,1
62,68,1
69,68,1
72,68,1
76,68,1
77,68,1
78,68,1
80,68,1
81,68,1
86,68,1
88,68,1
89,68,1
92,68,1
98,68,1
99,68,1
100,68,1
6,69,1
11,69,1
16,69,1
17,69,1
30,69,1
32,69,1
33,69,1
35,69,1
41,69,1
42,69,1
45,69,1
51,69,1
55,69,1
58,69,1
60,69,1
62,69,1
68,69,1
70,69,1
73,69,1
76,69,1
77,69,1
80,69,1
82,69,1
83,69,1
85,69,1
89,69,1
92,69,1
98,69,1
99,69,1
6,70,1
11,70,1
17,70,1
28,70,1
30,70,1
32,70,1
34,70,1
35,70,1
38,70,1
40,70,1
41,70,1
46,70,1
47,70,1
54,70,1
69,70,1
76,70,1
78,70,1
80,70,1
85,70,1
86,70,1
91,70,1
92,70,1
100,70,1
2,71,1
4,71,1
5,71,1
8,71,1
10,71,1
12,71,1
13,71,1
24,71,1
26,71,1
27,71,1
36,71,1
41,71,1
42,71,1
44,71,1
48,71,1
49,71,1
51,71,1
53,71,1
54,71,1
57,71,1
64,71,1
67,71,1
75,71,1
85,71,1
88,71,1
90,71,1
94,71,1
95,71,1
97,71,1
14,72,1
17,72,1
22,72,1
30,72,1
34,72,1
38,72,1
40,72,1
51,72,1
55,72,1
58,72,1
68,72,1
74,72,1
77,72,1
78,72,1
84,72,1
88,72,1
89,72,1
91,72,1
92,72,1
100,72,1
4,73,1
8,73,1
9,73,1
12,73,1
13,73,1
15,73,1
23,73,1
24,73,1
29,73,1
36,73,1
37,73,1
44,73,1
49,73,1
57,73,1
59,73,1
63,73,1
64,73,1
65,73,1
67,73,1
69,73,1
87,73,1
90,73,1
94,73,1
6,74,1
11,74,1
22,74,1
30,74,1
32,74,1
45,74,1
54,74,1
58,74,1
72,74,1
76,74,1
78,74,1
81,74,1
96,74,1
98,74,1
100,74,1
1,75,1
4,75,1
6,75,1
7,75,1
8,75,1
10,75,1
18,75,1
21,75,1
23,75,1
24,75,1
27,75,1
36,75,1
39,75,1
48,75,1
52,75,1
66,75,1
67,75,1
71,75,1
79,75,1
82,75,1
83,75,1
85,75,1
16,76,1
17,76,1
32,76,1
38,76,1
40,76,1
41,76,1
42,76,1
45,76,1
46,76,1
54,76,1
55,76,1
62,76,1
68,76,1
69,76,1
70,76,1
74,76,1
77,76,1
78,76,1
81,76,1
85,76,1
89,76,1
91,76,1
94,76,1
98,76,1
99,76,1
11,77,1
14,77,1
16,77,1
33,77,1
34,77,1
35,77,1
51,77,1
55,77,1
58,77,1
62,77,1
68,77,1
69,77,1
72,77,1
76,77,1
81,77,1
83,77,1
85,77,1
89,77,1
91,77,1
92,77,1
98,77,1
99,77,1
100,77,1
6,78,1
14,78,1
28,78,1
30,78,1
34,78,1
35,78,1
38,78,1
40,78,1
42,78,1
47,78,1
51,78,1
54,78,1
58,78,1
60,78,1
68,78,1
70,78,1
72,78,1
74,78,1
76,78,1
80,78,1
99,78,1
100,78,1
4,79,1
12,79,1
13,79,1
15,79,1
16,79,1
19,79,1
26,79,1
31,79,1
36,79,1
39,79,1
56,79,1
60,79,1
61,79,1
63,79,1
67,79,1
75,79,1
82,79,1
83,79,1
87,79,1
88,79,1
90,79,1
93,79,1
7,80,1
11,80,1
16,80,1
22,80,1
33,80,1
38,80,1
41,80,1
42,80,1
45,80,1
51,80,1
54,80,1
55,80,1
60,80,1
68,80,1
69,80,1
70,80,1
78,80,1
81,80,1
82,80,1
86,80,1
87,80,1
89,80,1
91,80,1
96,80,1
98,80,1
99,80,1
3,81,1
6,81,1
7,81,1
11,81,1
22,81,1
32,81,1
34,81,1
35,81,1
41,81,1
45,81,1
46,81,1
51,81,1
54,81,1
55,81,1
58,81,1
68,81,1
74,81,1
76,81,1
77,81,1
80,81,1
86,81,1
88,81,1
89,81,1
92,81,1
93,81,1
95,81,1
99,81,1
100,81,1
1,82,1
2,82,1
5,82,1
12,82,1
15,82,1
20,82,1
24,82,1
25,82,1
27,82,1
31,82,1
48,82,1
49,82,1
51,82,1
53,82,1
55,82,1
59,82,1
61,82,1
65,82,1
67,82,1
69,82,1
75,82,1
79,82,1
80,82,1
87,82,1
5,83,1
14,83,1
15,83,1
19,83,1
20,83,1
23,83,1
25,83,1
26,83,1
29,83,1
30,83,1
36,83,1
37,83,1
50,83,1
53,83,1
64,83,1
66,83,1
69,83,1
75,83,1
77,83,1
79,83,1
87,83,1
88,83,1
94,83,1
97,83,1
1,84,1
2,84,1
12,84,1
15,84,1
17,84,1
18,84,1
19,84,1
21,84,1
22,84,1
23,84,1
24,84,1
27,84,1
28,84,1
31,84,1
36,84,1
43,84,1
44,84,1
48,84,1
52,84,1
53,84,1
57,84,1
63,84,1
64,84,1
72,84,1
85,84,1
88,84,1
93,84,1
95,84,1
97,84,1
2,85,1
4,85,1
9,85,1
10,85,1
11,85,1
13,85,1
18,85,1
19,85,1
20,85,1
22,85,1
23,85,1
25,85,1
27,85,1
49,85,1
56,85,1
57,85,1
61,85,1
64,85,1
67,85,1
69,85,1
70,85,1
71,85,1
75,85,1
76,85,1
77,85,1
84,85,1
93,85,1
94,85,1
95,85,1
7,86,1
11,86,1
14,86,1
28,86,1
30,86,1
32,86,1
38,86,1
41,86,1
46,86,1
51,86,1
54,86,1
55,86,1
58,86,1
60,86,1
68,86,1
70,86,1
80,86,1
81,86,1
91,86,1
96,86,1
97,86,1
9,87,1
12,87,1
15,87,1
18,87,1
19,87,1
20,87,1
22,87,1
32,87,1
36,87,1
47,87,1
49,87,1
52,87,1
55,87,1
56,87,1
59,87,1
60,87,1
61,87,1
63,87,1
65,87,1
66,87,1
73,87,1
79,87,1
80,87,1
82,87,1
83,87,1
2,88,1
4,88,1
10,88,1
12,88,1
13,88,1
14,88,1
19,88,1
21,88,1
23,88,1
24,88,1
25,88,1
29,88,1
36,88,1
41,88,1
43,88,1
64,88,1
65,88,1
67,88,1
68,88,1
71,88,1
72,88,1
79,88,1
81,88,1
83,88,1
84,88,1
90,88,1
95,88,1
97,88,1
3,89,1
7,89,1
14,89,1
16,89,1
17,89,1
28,89,1
38,89,1
40,89,1
41,89,1
45,89,1
46,89,1
55,89,1
58,89,1
62,89,1
68,89,1
69,89,1
72,89,1
76,89,1
77,89,1
80,89,1
81,89,1
92,89,1
93,89,1
99,89,1
100,89,1
5,90,1
13,90,1
19,90,1
21,90,1
23,90,1
31,90,1
37,90,1
43,90,1
45,90,1
58,90,1
59,90,1
61,90,1
66,90,1
71,90,1
73,90,1
79,90,1
88,90,1
97,90,1
3,91,1
6,91,1
7,91,1
16,91,1
17,91,1
22,91,1
28,91,1
30,91,1
32,91,1
33,91,1
34,91,1
35,91,1
38,91,1
40,91,1
41,91,1
51,91,1
70,91,1
72,91,1
76,91,1
77,91,1
80,91,1
86,91,1
92,91,1
97,91,1
98,91,1
99,91,1
100,91,1
3,92,1
14,92,1
16,92,1
30,92,1
35,92,1
40,92,1
41,92,1
47,92,1
55,92,1
58,92,1
60,92,1
68,92,1
69,92,1
70,92,1
72,92,1
77,92,1
81,92,1
89,92,1
91,92,1
100,92,1
1,93,1
4,93,1
7,93,1
15,93,1
16,93,1
19,93,1
20,93,1
21,93,1
24,93,1
26,93,1
29,93,1
36,93,1
39,93,1
43,93,1
44,93,1
48,93,1
50,93,1
51,93,1
52,93,1
53,93,1
57,93,1
66,93,1
79,93,1
81,93,1
84,93,1
85,93,1
89,93,1
94,93,1
97,93,1
1,94,1
5,94,1
9,94,1
12,94,1
13,94,1
19,94,1
20,94,1
25,94,1
27,94,1
29,94,1
39,94,1
44,94,1
49,94,1
52,94,1
57,94,1
64,94,1
65,94,1
66,94,1
71,94,1
73,94,1
76,94,1
83,94,1
85,94,1
93,94,1
4,95,1
8,95,1
9,95,1
12,95,1
15,95,1
20,95,1
24,95,1
26,95,1
37,95,1
48,95,1
49,95,1
53,95,1
59,95,1
71,95,1
81,95,1
84,95,1
85,95,1
88,95,1
97,95,1
16,96,1
22,96,1
32,96,1
33,96,1
34,96,1
40,96,1
41,96,1
45,96,1
46,96,1
47,96,1
60,96,1
74,96,1
80,96,1
86,96,1
99,96,1
100,96,1
3,97,1
4,97,1
5,97,1
8,97,1
12,97,1
14,97,1
21,97,1
23,97,1
29,97,1
32,97,1
37,97,1
39,97,1
48,97,1
50,97,1
